,title,countries_distinct_count,institutions_distinct_count,cited_by_count,publication_year,id,num_authors,total_author_domain_count,mean_author_domain_count,max_author_domain_count,total_author_field_count,mean_author_field_count,max_author_field_count,total_author_subfield_count,mean_author_subfield_count,max_author_subfield_count
23,Parallel algorithm for simulating the spatial transmission of influenza in EpiGraph,1,3,0,2013,https://openalex.org/W2064218437,4,4,2.75,3,13,7.0,9,31,13.75,19
24,A Time-Sharing Motor Control for Wearable Robot,1,1,0,2007,https://openalex.org/W2312780734,2,1,1.0,1,4,3.0,4,12,8.0,11
25,The vectorial control of magnetization by light,1,1,135,2011,https://openalex.org/W2092098967,6,3,1.6666666666666667,3,11,5.666666666666667,8,36,11.5,14
26,Emotion recognition from facial images with arbitrary views,0,0,8,2013,https://openalex.org/W2012105950,3,4,2.6666666666666665,4,11,6.333333333333333,8,27,14.333333333333334,19
27,Variational Invariants of Riemannian Manifolds,0,0,1,1984,https://openalex.org/W4254271386,2,4,3.0,4,11,7.0,10,27,14.0,19
28,An attempt of Natural Language Interface for Text Retrieval,1,1,0,1989,https://openalex.org/W2322493961,2,3,2.0,3,8,4.5,8,17,9.0,17
29,Network Slicing-Based Customization of 5G Mobile Services,3,3,39,2019,https://openalex.org/W2979583727,5,2,1.2,2,3,2.2,3,13,6.0,8
30,Using the web as a bilingual dictionary,1,2,86,2001,https://openalex.org/W2107854516,3,4,3.0,4,11,5.0,7,27,9.666666666666666,15
31,An Efficient Statistical Multiplexing Method for H.264 VBR Video Sources for Improved Traffic Smoothing,1,1,0,2010,https://openalex.org/W2011782129,2,1,1.0,1,2,1.5,2,2,1.5,2
32,INFLUENCE OF THE TERMS OF ATOPIC DERMATITIS ONSET ON CORTISOL SECRETION,0,0,0,2019,https://openalex.org/W2940351419,1,3,3.0,3,4,4.0,4,9,9.0,9
33,The Study for Analysis of Website in Chinese Area Studies(This Topic is about CSF : China Specialist Forum),0,0,0,2013,https://openalex.org/W2043971019,2,4,2.5,3,7,4.0,6,10,5.5,9
34,New Optimality Conditions for a Nondifferentiable Fractional Semipreinvex Programming Problem,1,2,0,2013,https://openalex.org/W2040515537,2,3,2.0,3,7,4.0,7,14,7.5,14
35,Upaya Meningkatkan Hasil Belajar IPS Peserta Didik dengan Menggunakan Model Pembelajaran Kooperatif Tipe Two Stay Two Stray (STST) pada Kelas VII-B MTS Miftahul Jannah Palangka Raya,1,1,0,2018,https://openalex.org/W2967253408,2,2,1.5,2,2,1.5,2,2,1.5,2
36,Arquitectas en la web,0,0,1,2018,https://openalex.org/W4252685954,2,2,2.0,2,4,4.0,4,10,6.5,7
37,"Alignment in Interactive Reference Production: Content Planning, Modifier Ordering, and Referential Overspecification",1,1,32,2012,https://openalex.org/W2135724976,2,4,3.0,3,7,5.0,5,16,11.0,12
38,"Tool Path Generation for 5-Axis Control Machining Based on Area Division Method(Machine Elements, Design and Manufacturing)",1,1,0,2010,https://openalex.org/W2624094531,4,2,1.5,2,5,3.0,4,23,10.75,14
39,Partition coding using multi-grid chain code and motion compensation,1,1,9,2002,https://openalex.org/W2164775287,2,3,2.0,3,6,5.0,6,14,9.0,11
40,Gainfully employed: Application preparation to navigating negotiations,1,1,0,2007,https://openalex.org/W34982005,1,4,4.0,4,9,9.0,9,18,18.0,18
41,Satisfiability on Mixed Instances,1,1,3,2016,https://openalex.org/W2296658079,2,4,3.5,4,13,8.5,9,27,15.5,18
42,Prospects for the Development of Digital Educational Environment in North-Eastern Federal University in the Context of Adult Education,0,0,3,2020,https://openalex.org/W3011290850,3,3,1.6666666666666667,3,4,2.0,4,4,2.0,4
43,Relaxation for Dirichlet Problems Involving a Dirichlet Form,2,2,0,2000,https://openalex.org/W2065021028,2,3,2.5,3,7,6.0,6,16,12.0,12
44,The Construction and Common Use of Private Old Document DBs in Korea,0,0,0,2007,https://openalex.org/W2596529344,1,4,4.0,4,9,9.0,9,19,19.0,19
45,Achieving metric oriented load balancing,1,1,0,2020,https://openalex.org/W3102484226,3,3,2.0,3,8,4.333333333333333,8,20,7.666666666666667,17
46,Buddhist Films on the Relief of Beings and Self-realization - Focusing on Films Since the 1980s -,0,0,0,2015,https://openalex.org/W2954665783,1,3,3.0,3,9,9.0,9,17,17.0,17
47,"Differentiation in Access to, and the Use and Sharing of (Open) Educational Resources among Students and Lecturers at Technical and Comprehensive Ghanaian Universities",5,5,8,2018,https://openalex.org/W2909987354,4,4,2.5,4,10,5.25,8,22,8.0,11
48,Enhancement of block chain security using re authentication of digital signatures,0,0,0,2017,https://openalex.org/W2942171839,5,3,1.6,3,5,2.0,4,17,5.2,11
49,An LMI approach to optimal consensus seeking in multi-agent systems,1,1,11,2009,https://openalex.org/W2121172849,2,2,1.5,2,4,3.0,3,12,7.5,11
50,Investigating Capsule Networks with Dynamic Routing for Text Classification,2,7,138,2018,https://openalex.org/W2962853356,6,4,3.0,4,15,6.5,8,46,13.0,17
51,Features students really expect from learning analytics,1,1,197,2018,https://openalex.org/W2627033315,2,3,2.5,3,6,5.0,5,17,10.0,13
52,"El inicio de la televisión transmedia en España: TVE y ""Víctor Ros""",1,1,1,2016,https://openalex.org/W2571886555,3,3,2.3333333333333335,3,8,5.0,6,20,12.0,13
53,CHANGES IN ACUTE MOOD STATE AND FATIGUE-INDEX DURING 6-D OF INTENSIVE CYCLING TRAINING,1,1,1,2002,https://openalex.org/W2076061824,3,4,3.3333333333333335,4,10,5.333333333333333,6,26,12.333333333333334,19
54,ROLE PLAY IN BUILDING THE COMMUNICATIVE SKILLS IN STUDENTS FROM ATECHNICAL UNIVERSITY,1,1,0,2019,https://openalex.org/W4238790756,1,2,2.0,2,3,3.0,3,5,5.0,5
55,JADIMA: Virtual Machine Architecture for building JAVA Applications on Grid Platforms,1,1,0,2006,https://openalex.org/W2130648458,3,4,2.6666666666666665,3,8,4.666666666666667,6,20,8.0,15
56,Three-dimensional echocardiography: new views from old windows.,0,0,18,1995,https://openalex.org/W1977082752,1,2,2.0,2,4,4.0,4,9,9.0,9
57,Cache-aware task scheduling for maximizing control performance,2,3,2,2018,https://openalex.org/W2798434269,4,4,2.25,3,9,4.0,5,24,10.5,12
58,The performance of a multiversion access method,1,1,65,1990,https://openalex.org/W2044015456,2,2,2.0,2,6,5.0,5,14,10.5,12
59,Improved boundary constrained tetrahedral mesh generation by shell transformation,3,4,12,2017,https://openalex.org/W2738883231,6,4,3.0,4,15,7.0,10,55,16.166666666666668,22
60,An Improved Gravitational Coefficient Function for Enhancing Gravitational Search Algorithm’s Performance,0,0,4,2019,https://openalex.org/W2968398907,3,3,1.3333333333333333,3,7,3.0,7,16,6.0,16
61,A Study on an Effective Parallel Evaluation Method in Evolutionary Multi-Objective Optimization Based on Decomposition,1,1,0,2014,https://openalex.org/W2669888329,1,3,3.0,3,7,7.0,7,17,17.0,17
62,Recovery of Time-Varying Graph Signals via Distributed Algorithms on Regularized Problems,3,3,19,2020,https://openalex.org/W3044848353,4,4,3.0,4,11,6.25,8,37,14.25,16
63,Citations and Circulation Counts: Data Sources for Monograph Deselection in Research Library Collections,0,0,0,2017,https://openalex.org/W4235802581,1,2,2.0,2,4,4.0,4,6,6.0,6
64,Loss Differentiation and Congestion Control in Heterogeneous Networks,1,1,0,2018,https://openalex.org/W2796488103,3,4,2.0,4,12,5.0,10,31,12.333333333333334,20
65,A Slack-Based Measures for Improving the Efficiency Performance of Departments in Universitas Malikussaleh,0,0,23,2018,https://openalex.org/W2941695972,6,4,3.6666666666666665,4,16,8.833333333333334,12,52,16.666666666666668,21
66,The level of personal development of students of a pedagogical university as a degree professional self-determination,0,0,0,2020,https://openalex.org/W3047701444,2,2,2.0,2,5,3.5,5,8,5.0,8
67,Practical Text Phylogeny for Real-World Settings,3,3,6,2018,https://openalex.org/W2883184847,4,4,2.5,3,9,4.0,5,20,8.5,12
68,Development of an integrated CAE simulations assistance system - CAESA.,1,1,0,1989,https://openalex.org/W2320226276,4,4,1.75,3,15,5.5,8,39,12.5,17
69,A general framework for visualizing abstract objects and relations,1,1,70,1991,https://openalex.org/W2002877211,2,3,2.5,3,8,6.0,6,26,14.5,16
70,Understanding of Beach Abrasion Concepts in Elementary School Students,1,1,0,2020,https://openalex.org/W4210899480,3,3,2.6666666666666665,3,7,4.333333333333333,6,9,5.0,7
71,Imprecise probability models for learning multinomial distributions from data. Applications to learning credal networks,1,1,19,2014,https://openalex.org/W2016318053,2,3,3.0,3,10,7.5,8,20,13.0,14
72,A <i>global</i> resource-constrained parallelization technique,1,1,53,1989,https://openalex.org/W4236793217,2,3,2.0,3,4,3.0,4,18,12.0,13
73,A novel cloud bursting technique,2,3,9,2014,https://openalex.org/W2010879044,3,4,2.6666666666666665,4,10,6.333333333333333,9,28,12.333333333333334,18
74,Immersive Versus Non-immersive Experience: Exploring the Feasibility of Memory Assessment Through 360° Technology,2,4,79,2019,https://openalex.org/W2983912827,4,4,3.75,4,11,6.75,7,40,16.5,18
75,Image Processing Based Customized Image Editor and Gesture Controlled Embedded Robot Coupled with Voice Control Features,2,2,1,2015,https://openalex.org/W2275041231,8,4,2.375,4,16,5.0,12,52,10.25,19
76,On MRA Riesz wavelets,1,1,8,2006,https://openalex.org/W1517266710,1,1,1.0,1,3,3.0,3,12,12.0,12
77,Methodology for Efficient CNN Architectures in Profiling Attacks,2,4,70,2019,https://openalex.org/W2996022685,4,3,2.25,3,8,3.25,5,17,7.25,12
78,Towards common sense planning,1,1,0,1990,https://openalex.org/W2015611594,3,3,1.6666666666666667,3,6,2.6666666666666665,6,13,5.0,13
79,DYCRASEN: A Dynamic Cryptographic Asymmetric Key Management for Sensor Network using Hash Function,1,2,5,2011,https://openalex.org/W2042230242,3,4,3.0,3,11,6.666666666666667,9,24,10.666666666666666,15
80,Current Situation of Practical Teaching for Undergraduate Visual Communication Specialty and its Measures,1,1,0,2016,https://openalex.org/W2315735185,1,1,1.0,1,1,1.0,1,2,2.0,2
81,Iron Making Enterprise and Environmental Problem in Mindanao Island,0,0,0,1984,https://openalex.org/W2334554628,3,4,2.6666666666666665,4,10,4.0,7,22,8.666666666666666,17
82,An adaptive Web page recommendation service,1,1,202,1997,https://openalex.org/W2085419413,1,2,2.0,2,2,2.0,2,7,7.0,7
83,Preparation of future teachers of initial school is to forming of communicative competence of students,0,0,0,2018,https://openalex.org/W2791361811,2,4,3.0,4,8,4.5,7,21,11.0,20
84,The Relation between Virtual Presence and Learning Outcomes in Serious Games – The Mediating Effect of Motivation,0,0,2,2013,https://openalex.org/W2399607574,1,4,4.0,4,7,7.0,7,14,14.0,14
85,Internal ratchet,0,0,2,2010,https://openalex.org/W4240706740,3,3,2.6666666666666665,3,13,7.666666666666667,8,37,16.333333333333332,17
86,Approaching the Image of Fishermen in Gangho-Gasa from the Perspective of Literary Education,0,0,0,2013,https://openalex.org/W2316435099,1,4,4.0,4,11,11.0,11,17,17.0,17
87,Heat Prediction of High Energy Physical Data Based on LSTM Recurrent Neural Network,1,2,1,2020,https://openalex.org/W3105285460,4,4,3.5,4,16,8.5,10,45,17.25,19
88,Constructing Smoothing Information Potential Fields with Partial Differential Equations,0,0,4,2010,https://openalex.org/W2327454396,3,4,3.3333333333333335,4,13,8.0,9,36,16.333333333333332,17
89,Using bisimulation to solve discrete event control problems,1,1,13,1997,https://openalex.org/W2161413064,2,2,1.5,2,9,5.5,8,21,12.0,16
90,Geological fakes and frauds,2,2,6,2012,https://openalex.org/W2073430260,3,4,3.3333333333333335,4,14,9.333333333333334,10,44,19.333333333333332,23
91,Distributed Bees Algorithm Parameters Optimization for a Cost Efficient Target Allocation in Swarms of Robots,1,1,16,2011,https://openalex.org/W2076293619,2,4,4.0,4,10,8.0,10,27,16.0,18
92,GMVP: gradient magnitude and variance pooling-based image quality assessment in sensor networks,1,1,2,2016,https://openalex.org/W2238662148,2,3,2.5,3,10,7.5,10,24,14.5,18
93,The Influence of Individual Psychological Abilities on Managerial Activities of Line Managers,1,1,0,2015,https://openalex.org/W2000978712,5,2,1.4,2,3,1.4,2,3,1.4,2
94,"Reactive search, a history-sensitive heuristic for MAX-SAT",1,1,87,1997,https://openalex.org/W1977287297,2,3,2.5,3,7,4.5,5,18,11.5,13
95,How to Spread a Rumor: Call Your Neighbors or Take a Walk?,3,3,0,2019,https://openalex.org/W3106075064,3,3,2.3333333333333335,3,8,5.0,7,18,10.0,15
96,Constructing a 3-tree for a 3-connected matroid,2,2,3,2013,https://openalex.org/W2073933288,2,4,2.5,3,10,6.5,7,24,14.5,15
97,Alternative Typing Learning Curves,0,0,0,2017,https://openalex.org/W2621360663,1,1,1.0,1,1,1.0,1,1,1.0,1
98,The perception of childbirth: experience of students in the Education through Work for Health Program,0,0,0,2014,https://openalex.org/W2324597624,9,4,2.5555555555555554,4,10,3.888888888888889,7,26,6.666666666666667,16
99,Affine and general linear equivalences of boolean functions,1,1,4,1980,https://openalex.org/W2036759776,1,1,1.0,1,1,1.0,1,1,1.0,1
0,The Development of Reading Competence of Lyceum Pupils in the Context of a New Paradigm of Literature School,0,0,0,2019,https://openalex.org/W2963903707,1,2,2.0,2,2,2.0,2,2,2.0,2
1,A Novel Device Identification Method Based on Passive Measurement,1,4,1,2019,https://openalex.org/W2952198025,6,4,2.3333333333333335,3,12,5.5,9,41,12.5,17
2,Interval Type-2 Fuzzy Possibilistic C-Means Clustering Based on Granular Gravitational Forces and Particle Swarm Optimization,0,0,3,2019,https://openalex.org/W2946363950,2,4,3.0,4,11,8.0,11,20,12.5,17
3,Iterative Decoding and Cross-Layering Techniques for Multimedia Broadcasting and Communications,2,3,0,2008,https://openalex.org/W2006286819,3,2,1.6666666666666667,2,6,3.6666666666666665,4,19,11.666666666666666,14
4,Study on BGP Security,1,1,23,2014,https://openalex.org/W2312391375,3,3,2.3333333333333335,3,9,5.666666666666667,7,28,12.666666666666666,15
5,Numerical study of compositional compressible degenerate two-phase flow in saturated–unsaturated heterogeneous porous media,2,4,10,2016,https://openalex.org/W2215264569,3,4,2.6666666666666665,4,12,6.666666666666667,10,37,17.0,22
6,Mortality prediction for ICU patients with individualized single classification method,1,2,0,2020,https://openalex.org/W3154525393,3,3,2.0,3,10,5.0,6,28,10.666666666666666,12
7,Provably secure revocable ID‐based signature in the standard model,2,3,28,2013,https://openalex.org/W1914968543,3,3,1.6666666666666667,2,9,4.333333333333333,8,22,10.0,17
8,Robust Object Pose Estimation From Feature-Based Stereo,1,3,20,2006,https://openalex.org/W2113391653,3,4,2.6666666666666665,4,14,6.333333333333333,10,38,14.0,15
9,Do tutors make a difference in online learning? A comparative study in two Open Online Courses,3,6,6,2019,https://openalex.org/W2985780543,7,4,3.0,4,18,6.285714285714286,10,60,13.857142857142858,23
10,"Learning to Rank for Information Retrieval and Natural Language Processing, Second Edition",0,0,38,2014,https://openalex.org/W2085814658,1,3,3.0,3,7,7.0,7,14,14.0,14
11,Trends of Sensor Materials,0,0,0,1984,https://openalex.org/W2306214366,1,1,1.0,1,1,1.0,1,1,1.0,1
12,VIRTUAL LABORATORY MOLDYNGRID AS A PART OF SCIENTIFIC INFRASTRUCTURE FOR BIOMOLECULAR SIMULATIONS,1,3,8,2010,https://openalex.org/W2736581129,5,3,3.0,3,13,6.6,9,35,11.2,17
13,"HPQS: A Fast, High-Capacity, Hybrid Priority Queuing System for High-Speed Networking Devices",1,1,0,2019,https://openalex.org/W2974643598,3,2,1.6666666666666667,2,6,3.6666666666666665,5,15,9.0,10
14,Pure Compiled Execution as a Programming Paradigm,0,0,0,2018,https://openalex.org/W2806793695,3,1,1.0,1,1,1.0,1,2,1.3333333333333333,2
15,A new hybrid imperialist competitive algorithm on data clustering,1,4,24,2011,https://openalex.org/W1969771843,4,1,1.0,1,5,2.5,5,11,4.5,11
16,World knowledge and word meaning,1,1,11,1987,https://openalex.org/W1980540743,1,3,3.0,3,8,8.0,8,12,12.0,12
17,A Distributed Storage System with Dynamic Tiering for iSCSI Environment,1,1,5,2015,https://openalex.org/W2000193488,3,2,1.3333333333333333,2,5,3.0,4,18,10.0,13
18,From Quasiperiodic Partial Synchronization to Collective Chaos in Populations of Inhibitory Neurons with Delay,1,3,60,2016,https://openalex.org/W2399416516,2,4,3.0,4,10,7.5,10,15,11.0,15
19,Performance Analysis of Web Applications Based on User Navigation,1,1,4,2012,https://openalex.org/W2039685441,3,4,2.3333333333333335,4,7,3.3333333333333335,5,20,8.333333333333334,12
20,Assessing Business Model For Motorcycle Rental Based Mobile Application Using Balanced Scorecard (Case Study at PT XYZ),0,0,1,2019,https://openalex.org/W2988720920,1,3,3.0,3,7,7.0,7,15,15.0,15
21,Polyhedral line transversals in space,1,1,23,1988,https://openalex.org/W1977464163,2,4,3.0,4,10,7.0,9,27,16.5,18
22,Minimization of the reconfiguration latency for the mapping of applications on FPGA-based systems,3,4,18,2009,https://openalex.org/W2078688764,6,4,2.6666666666666665,4,15,5.0,8,41,14.5,21
23,Creating reusable well-structured PDF as a sequence of component object graphic (COG) elements,1,1,0,2003,https://openalex.org/W4241025714,3,3,2.3333333333333335,3,9,5.333333333333333,7,30,14.333333333333334,17
24,"Report on the 7&lt;sup&gt;th&lt;/sup&gt; practice of student meeting held in the annual meeting on the Society of Indoor Environment, Japan 2015",1,2,0,2016,https://openalex.org/W2559438191,3,4,2.0,4,7,3.3333333333333335,6,20,7.666666666666667,18
25,ONTOLOGY-ORIENTED FRAMEWORK FOR VIRTUAL ENTERPRISES - Accomplished within the Project: Future Network-based Semantic Technologies (FUNSET-Science),0,0,1,2009,https://openalex.org/W223496789,5,2,1.8,2,5,3.6,5,20,9.4,15
26,The Development of University Library - Complex of Strategic Decisions,0,0,1,2019,https://openalex.org/W2972756342,1,2,2.0,2,2,2.0,2,2,2.0,2
27,From Rogue to MicroRogue,1,1,2,2005,https://openalex.org/W2038202634,5,4,2.0,3,8,2.6,4,15,5.2,10
28,Motion vector coding with selection of an optimal predictive motion vector,1,1,13,2009,https://openalex.org/W2032225266,3,4,2.3333333333333335,3,11,5.333333333333333,9,21,10.0,16
29,Aikido,1,1,23,2012,https://openalex.org/W2143644287,5,3,2.0,3,11,4.2,6,28,9.2,14
30,Consistent algorithms for multiclass classification with an abstain option,0,0,24,2018,https://openalex.org/W2788508747,3,4,3.3333333333333335,4,12,7.333333333333333,10,25,11.0,16
31,Motion Constraints and Trajectory Planning of a Planar Active Dynamic Balancing Mechanism,2,2,0,2015,https://openalex.org/W1521975135,5,4,3.2,4,17,8.0,11,49,16.6,19
32,Adaptive Feature Redundancy Minimization,1,3,2,2019,https://openalex.org/W2983769747,3,4,3.0,4,12,6.666666666666667,8,35,14.333333333333334,18
33,THE EFFECTIVENESS OF USING WEBTOONS TO DEVELOP STUDENTS’ SPEAKING PERFORMANCE ON RECOUNT,1,1,0,2019,https://openalex.org/W2947843301,2,2,1.5,2,5,3.0,5,8,4.5,8
34,Some Properties of a Connected Topological Group,0,0,2,2019,https://openalex.org/W2948838576,2,2,2.0,2,3,3.0,3,6,4.5,6
35,ONE-STOP SERVICE SYSTEM TO IMPROVE PUBLIC SERVICES,0,0,0,2018,https://openalex.org/W2899653471,1,1,1.0,1,1,1.0,1,1,1.0,1
36,"Toward a ubiquitous virtual collaboration environment: A fusion of traditional and leading-edge virtualization tools that empower distributed participants to explore, discover and exchange information without traditional boundaries or constraints",1,1,1,2013,https://openalex.org/W1958714301,3,3,1.6666666666666667,3,5,2.3333333333333335,5,6,2.6666666666666665,6
37,On two-parametric systems of matrices and diffeomorphisms,0,0,1,1983,https://openalex.org/W3048116037,1,4,4.0,4,6,6.0,6,12,12.0,12
38,Image compression based on multi averaging,1,1,0,2014,https://openalex.org/W2264481786,2,1,1.0,1,2,1.5,2,2,1.5,2
39,Summary Statistics for Endpoint-Conditioned Continuous-Time Markov Chains,1,1,15,2011,https://openalex.org/W2149464616,2,4,4.0,4,14,9.0,11,22,14.0,16
40,On the role of description,1,2,2,2001,https://openalex.org/W2023699805,1,2,2.0,2,3,3.0,3,4,4.0,4
41,Multiplicative Masking for AES in Hardware,2,3,14,2018,https://openalex.org/W4256110628,3,4,2.0,2,7,3.6666666666666665,5,16,10.0,12
42,Precision locks,1,1,43,1981,https://openalex.org/W2295243699,3,2,1.3333333333333333,2,3,1.6666666666666667,3,5,2.3333333333333335,5
43,Adaptive filtering of MPEG system streams in IP networks,1,1,1,2006,https://openalex.org/W2032451584,3,3,2.3333333333333335,3,6,3.6666666666666665,5,12,7.333333333333333,11
44,Investigating Energy Efficiency and Timeliness for Linear Wireless Sensor Networks,1,1,10,2014,https://openalex.org/W1981725857,2,4,3.5,4,11,7.5,10,27,15.0,19
45,All‐hexahedral mesh smoothing with a node‐based measure of quality,1,1,22,2001,https://openalex.org/W2101714653,2,3,2.5,3,11,7.0,8,30,18.0,18
46,Predicting ligand binding to proteins by affinity fingerprinting,1,2,189,1995,https://openalex.org/W2007953805,9,4,2.6666666666666665,4,14,5.222222222222222,9,50,9.555555555555555,17
47,Performance Evaluation of MQTT as a Communication Protocol for IoT and Prototyping,1,1,11,2019,https://openalex.org/W2902348867,2,3,2.0,3,8,5.5,6,17,10.0,12
48,Design of RLS Wiener Smoother and Filter for Colored Observation Noise in Linear Discrete-Time Stochastic Systems,1,1,2,2012,https://openalex.org/W2014029056,1,3,3.0,3,8,8.0,8,17,17.0,17
49,Design and Implementation of the Pitching Machine with Mobility using the Android Smartphone,1,1,0,2014,https://openalex.org/W2326947789,3,4,2.0,4,9,4.333333333333333,8,25,9.666666666666666,18
50,Visualization of chemical simulation using Web3D.,0,0,0,2006,https://openalex.org/W2334946378,3,3,1.6666666666666667,3,10,5.666666666666667,7,24,10.333333333333334,14
51,Sample-Efficient Learning of Mixtures,2,3,7,2018,https://openalex.org/W2963554831,3,3,2.3333333333333335,3,9,5.0,6,20,10.0,14
52,"A Comparative Study of Infomax, Extended Infomax and Multi-User Kurtosis Algorithms for Blind Source Separation",1,1,1,2019,https://openalex.org/W2918981449,3,4,2.6666666666666665,4,7,4.0,6,21,7.666666666666667,16
53,Speech Enhancement and Recognition in Meetings With an Audio–Visual Sensor Array,3,4,57,2007,https://openalex.org/W2161947961,3,3,2.0,3,7,3.3333333333333335,5,15,7.333333333333333,12
54,Stochastic Trust Region Response Surface Convergent Method for generally-distributed response surface,2,2,7,2009,https://openalex.org/W4240618971,2,4,2.5,3,13,7.5,9,27,14.5,16
55,A Systematic Review of Bio-Inspired Service Concretization,2,2,18,2017,https://openalex.org/W2344859764,2,4,3.0,3,10,6.5,8,20,12.5,14
56,"Mineral resources of additions to the La Madre Mountains Wilderness Study Area, Clark County, Nevada",1,1,0,1990,https://openalex.org/W175282014,3,3,3.0,3,9,5.666666666666667,8,24,12.333333333333334,18
57,Coping with low modulation in speckle interferometry: a novel approach based on the Delaunay triangulation,1,1,4,2010,https://openalex.org/W2038257817,2,4,2.5,4,9,6.0,9,20,12.0,20
58,Dissipativity and Passivity analysis of neural networks with mixed-time-varying delays,1,1,0,2019,https://openalex.org/W2996568190,3,2,1.3333333333333333,2,4,2.0,4,5,2.6666666666666665,5
59,Availability of the Motorway Emergency Communications,1,1,3,2008,https://openalex.org/W2095358845,1,2,2.0,2,6,6.0,6,19,19.0,19
60,Optimization design method of multimedia technology in large-scale broadcasting and television project,1,1,0,2015,https://openalex.org/W1797277183,2,4,2.5,4,13,7.5,13,22,11.5,21
61,"Smile(y) – and your students will smile with you? the effects of emoticons on impressions, evaluations, and behaviour in staff-to-student communication",2,4,17,2019,https://openalex.org/W2939514799,5,4,3.2,4,13,7.0,9,40,14.6,18
62,Transition from Passive Learner to Critical Evaluator through Peer-Testing of Programming Artefacts,0,0,1,2017,https://openalex.org/W2775780827,8,4,2.625,3,17,5.375,11,50,11.0,19
63,Focus on technology: How important is resolution in telecytopathology?,1,2,4,2014,https://openalex.org/W2017096571,5,4,3.0,4,12,4.8,6,32,11.2,18
64,Discretization error for the superposition of Gaussian beams,1,2,24,1986,https://openalex.org/W2128432261,1,1,1.0,1,5,5.0,5,16,16.0,16
65,A family of real-time Java benchmarks,2,2,18,2010,https://openalex.org/W2140105404,6,4,2.0,4,10,3.3333333333333335,6,22,7.333333333333333,13
66,Open computer aided innovation to promote innovation in process engineering,1,5,14,2015,https://openalex.org/W1141885537,4,4,2.5,4,12,5.5,8,29,11.5,18
67,Computer network traffic analysis with the use of statistical self-similarity factor,1,1,4,2013,https://openalex.org/W4243434804,3,3,2.6666666666666665,3,14,9.333333333333334,11,28,16.666666666666668,17
68,"A Case Study on Defining a “Quality Algorithm” Based on Correlation between ‘Existing Quality Model, Different Attributes of Defects & Tests’",0,0,1,2018,https://openalex.org/W2941457277,2,2,1.5,2,3,2.0,3,6,3.5,6
69,"Cognitive Radio Transceivers: RF, Spectrum Sensing, and Learning Algorithms Review",2,3,28,2014,https://openalex.org/W2074685362,4,4,2.5,3,8,4.5,6,27,10.5,15
70,Application specific non-volatile primary memory for embedded systems,1,1,21,2008,https://openalex.org/W2121764403,2,2,1.5,2,5,3.0,4,12,7.0,11
71,FireFly,1,2,133,2014,https://openalex.org/W2124700175,8,4,1.875,3,12,4.125,7,36,9.25,15
72,Distributed State Estimation by a Network of Observers under Communication and Measurement Delays,1,1,0,2019,https://openalex.org/W2998408814,2,3,2.0,3,10,6.0,10,21,12.5,20
73,Efficient Reusable Collections,1,1,0,2018,https://openalex.org/W2898781479,2,2,1.5,2,2,1.5,2,4,3.0,3
74,A Trustworthy Reputation Approach for Web Service Discovery,1,1,8,2015,https://openalex.org/W2201699540,3,3,2.0,2,7,3.3333333333333335,4,12,6.0,9
75,Quantum steering and entanglement in three-mode triangle Bose–Hubbard system,1,2,54,2017,https://openalex.org/W2755440107,3,3,1.6666666666666667,2,8,5.333333333333333,6,19,9.666666666666666,12
76,ACO-Inspired Energy-Aware Routing Algorithm for Wireless Sensor Networks,0,0,3,2019,https://openalex.org/W2933104692,5,4,2.0,4,7,3.2,5,22,6.4,12
77,Designing digital and creative scaffolds to strengthen Indigenous nations: being Wiradjuri by practising sovereignty,1,3,22,2017,https://openalex.org/W2603366896,6,4,2.8333333333333335,4,14,5.333333333333333,10,39,9.833333333333334,18
78,Creeping solitons in dissipative systems and their bifurcations,1,1,43,2007,https://openalex.org/W1995678362,4,3,2.0,3,10,6.75,8,23,11.75,13
79,806 Development of Yawing Type Hydroelectric Unit(2),1,1,0,2007,https://openalex.org/W2916230194,3,2,1.3333333333333333,2,5,3.0,5,12,6.0,12
80,Robust Hybrid Finger Pattern Identification Using Intersection Enhanced Gabor Based Direction Coding,1,2,2,2016,https://openalex.org/W2525469411,4,4,3.0,4,8,4.5,6,24,8.25,11
81,Pseudo-Random Bit Generator Using Chaotic Seed for Cryptographic Algorithm in Data Protection of Electric Power Consumption,1,1,0,2019,https://openalex.org/W2939109043,4,4,2.25,3,9,4.25,7,26,9.0,16
82,About the Concept of Metadata and Ontology:The Problems of the Sprawling,0,0,0,2008,https://openalex.org/W2028659618,1,2,2.0,2,3,3.0,3,4,4.0,4
83,Epistemic-entrenchment Characterization of Parikh’s Axiom,2,2,7,2017,https://openalex.org/W2741038666,3,3,2.6666666666666665,3,10,5.0,6,22,9.0,13
84,Sequent Calculus Representations for Quantum Circuits,2,3,0,2016,https://openalex.org/W2467451650,1,3,3.0,3,3,3.0,3,4,4.0,4
85,Hidden structures of information transport underlying spiral wave dynamics,1,3,9,2017,https://openalex.org/W3104913385,2,4,3.5,4,10,8.0,10,23,14.0,16
86,Dangers of IP Camera - An Observational Study on Peeping,1,1,1,2020,https://openalex.org/W3086041457,9,4,2.0,4,17,4.666666666666667,10,46,9.222222222222221,20
87,A formal framework capturing real-time and stochastic behavior in connectors,1,1,2,2019,https://openalex.org/W2918534556,4,4,2.25,3,17,6.5,10,40,14.0,21
